,date_started_at,timestamp_started_at,alt_start,Cloud
232,2012-01-04 17:54:11+07:00,1325674451,7762.5,1
233,2012-01-10 13:38:09+07:00,1326177489,8925.0,1
234,2012-01-12 12:37:29+07:00,1326346649,9375.0,1
235,2012-01-12 12:44:27+07:00,1326347067,9375.0,1
236,2012-01-17 18:42:49+07:00,1326800569,5775.0,1
237,2012-01-17 18:50:31+07:00,1326801031,5737.5,1
238,2012-02-29 17:25:29+07:00,1330511129,5137.5,1
239,2012-02-29 17:47:50+07:00,1330512470,5325.0,1
240,2012-02-29 18:11:34+07:00,1330513894,5287.5,1
241,2012-02-29 18:28:19+07:00,1330514899,5287.5,1
242,2012-03-07 18:23:04+07:00,1331119384,6337.5,1
243,2012-03-23 17:53:11+07:00,1332499991,4575.0,1
244,2012-04-04 17:14:00+07:00,1333534440,4800.0,1
245,2012-04-26 15:50:55+07:00,1335430255,6975.0,1
246,2012-04-27 16:33:13+07:00,1335519193,5475.0,1
247,2012-04-27 17:21:00+07:00,1335522060,4725.0,1
248,2012-06-01 14:37:31+07:00,1338536251,10950.0,1
249,2012-06-04 19:40:02+07:00,1338813602,6525.0,1
250,2012-06-06 00:13:42+07:00,1338916422,7537.5,1
251,2012-09-10 17:25:46+07:00,1347272746,7987.5,1
252,2012-09-11 15:41:36+07:00,1347352896,10537.5,1
253,2012-10-13 15:43:49+07:00,1350117829,7387.5,1
254,2012-10-13 15:58:56+07:00,1350118736,7050.0,1
255,2012-10-13 16:07:31+07:00,1350119251,6937.5,1
256,2012-10-13 16:50:08+07:00,1350121808,6675.0,1
257,2012-10-13 17:35:36+07:00,1350124536,6525.0,1
258,2013-01-03 14:37:49+07:00,1357198669,6225.0,1
259,2013-01-03 14:53:12+07:00,1357199592,5962.5,1
260,2013-01-04 16:22:53+07:00,1357291373,8400.0,1
261,2013-01-04 16:38:03+07:00,1357292283,8175.0,1
262,2013-01-04 16:53:03+07:00,1357293183,8025.0,1
263,2013-01-04 17:19:58+07:00,1357294798,7987.5,1
264,2013-01-04 17:59:23+07:00,1357297163,7350.0,1
265,2013-02-03 12:45:14+07:00,1359870314,7650.0,1
266,2013-02-04 18:46:01+07:00,1359978361,6487.5,1
267,2013-02-04 19:01:15+07:00,1359979275,6300.0,1
268,2013-02-04 19:26:24+07:00,1359980784,6375.0,1
269,2013-02-20 16:34:55+07:00,1361352895,5137.5,1
270,2013-02-20 16:43:35+07:00,1361353415,4612.5,1
271,2013-02-20 17:58:40+07:00,1361357920,4387.5,1
272,2013-02-20 18:50:43+07:00,1361361043,4237.5,1
273,2013-02-20 19:08:26+07:00,1361362106,4462.5,1
274,2013-02-21 13:25:19+07:00,1361427919,5587.5,1
275,2013-02-21 13:43:08+07:00,1361428988,5962.5,1
276,2013-02-21 14:04:17+07:00,1361430257,5662.5,1
277,2013-02-28 18:22:00+07:00,1362050520,5700.0,1
278,2013-03-01 16:32:50+07:00,1362130370,6300.0,1
